tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,109,202234,,,Savva Polukhin,R,,RUS,26.3,213001,,,Mika Petkovic,U,,GER,18.2,7-6(9) 3-6 6-2,3,R32,138,5,3,111,75,49,15,14,4,7,4,3,96,58,38,20,14,4,7,626,50,1146,9
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,106,211504,,,Jack Loge,U,,BEL,20.3,212070,,,Ali Yazdani,U,,IRI,21.5,6-4 6-4,3,R32,74,1,3,59,44,34,9,10,0,0,0,0,62,46,29,10,10,3,5,687,42,1484,3
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,207,209128,,,Diego Augusto Barreto Sanchez,L,183,ESP,22.9,213278,,,Leonardo Angeloni,U,,ITA,20.1,6-2 6-4,3,R16,115,,,,,,,,,,,,,,,,,,,597,57,,
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,206,209904,,,Alejandro Manzanera Pertusa,U,,ESP,21.9,209322,,,Martin Krumich,R,188,CZE,22.2,6-1 6-2,3,R16,65,1,1,36,24,21,8,7,0,0,2,2,44,32,17,4,7,3,7,643,48,516,76
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,204,212225,,,Thomas Faurel,U,,FRA,19.1,213161,,,Fredrik Krogh Solheim,U,,NOR,,6-1 6-1,3,R16,67,0,2,41,26,18,11,7,1,1,3,2,38,22,12,3,7,1,6,1363,5,,
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,202,207535,,,Marlon Vankan,R,170,GER,24.5,207794,,,Younes Lalami Laaroussi,R,188,MAR,23.9,7-6(6) 1-6 7-6(3),3,R16,196,1,2,104,71,46,11,16,8,15,1,10,123,90,56,13,15,7,11,713,38,1231,7
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,205,211530,,,Tomasz Berkieta,R,191,POL,18.6,202234,,,Savva Polukhin,R,,RUS,26.3,6-3 6-1,3,R16,64,4,0,45,33,24,6,8,2,3,0,2,50,31,12,10,8,3,8,1017,14,626,50
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,203,200672,,,Sergey Fomin,R,180,UZB,24.1,211504,,,Jack Loge,U,,BEL,20.3,3-6 6-2 6-1,3,R16,93,3,1,63,42,29,13,12,2,4,0,2,70,49,32,8,12,2,7,543,68,687,42
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,208,210425,,,Svyatoslav Gulin,R,178,RUS,22.2,207367,,,Bora Sengul,R,,TUR,23.3,6-2 6-4,3,R16,71,1,1,48,35,27,8,9,1,2,0,0,52,41,26,3,9,1,5,475,87,1965,1
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,302,212225,,,Thomas Faurel,U,,FRA,19.1,200672,,,Sergey Fomin,R,180,UZB,24.1,7-6(4) 6-1,3,QF,123,0,1,72,37,25,17,9,12,14,3,3,65,38,20,11,10,3,8,1363,5,543,68
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,304,210425,,,Svyatoslav Gulin,R,178,RUS,22.2,209128,,,Diego Augusto Barreto Sanchez,L,183,ESP,22.9,6-1 6-1,3,QF,71,2,3,52,35,24,9,7,5,6,1,1,45,31,10,7,7,4,10,475,87,597,57
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,301,200184,,,Andrey Chepelev,L,178,RUS,26.6,207535,,,Marlon Vankan,R,170,GER,24.5,7-6(3) 3-0 RET,3,QF,89,0,1,53,45,31,6,8,5,6,0,1,50,37,21,7,8,0,2,683,43,713,38
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,303,209904,,,Alejandro Manzanera Pertusa,U,,ESP,21.9,211530,,,Tomasz Berkieta,R,191,POL,18.6,3-6 6-2 6-4,3,QF,120,3,0,68,52,40,10,13,1,3,3,5,94,61,42,14,14,5,9,643,48,1017,14
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,401,200184,,,Andrey Chepelev,L,178,RUS,26.6,212225,,,Thomas Faurel,U,,FRA,19.1,6-1 5-7 6-4,3,SF,176,0,0,33,26,20,4,6,0,0,0,1,39,28,12,6,6,3,7,683,43,1363,5
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,402,210425,,,Svyatoslav Gulin,R,178,RUS,22.2,209904,,,Alejandro Manzanera Pertusa,U,,ESP,21.9,7-5 6-2,3,SF,107,1,0,65,35,23,15,10,3,6,0,2,67,45,21,10,10,4,10,475,87,643,48
2025-M-ITF-TUR-2025-011,M15 Antalya,Clay,32,15,20250317,501,210425,,,Svyatoslav Gulin,R,178,RUS,22.2,200184,,,Andrey Chepelev,L,178,RUS,26.6,6-3 6-1,3,F,77,1,1,41,32,27,5,8,0,0,0,3,54,41,23,4,8,2,6,475,87,683,43
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,112,210425,,,Svyatoslav Gulin,R,178,RUS,22.2,210650,,,Stefan Adrian Andreescu,U,,ROU,23.2,6-1 6-3,3,R32,73,0,1,46,32,19,10,8,2,4,0,2,63,50,22,5,8,5,11,475,87,775,31
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,106,212244,,,Gabriel Ghetu,R,,ROU,17.3,212219,,,Mees Rottgering,L,180,NED,17.6,4-6 7-6(5) 6-3,3,R32,193,3,3,106,66,39,22,15,6,10,5,6,109,66,45,19,16,7,12,1228,7,862,22
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,113,200672,,,Sergey Fomin,R,180,UZB,24.1,211320,,,Iker Sevilla,U,,ESP,19.3,5-7 7-5 7-5,3,R32,171,6,6,137,84,52,23,18,9,15,0,2,126,109,64,7,18,12,19,543,68,1357,5
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,107,212225,,,Thomas Faurel,U,,FRA,19.1,126723,,,Denys Klok,R,180,RUS,26.8,6-1 6-2,3,R32,73,1,0,42,27,18,10,7,3,4,0,2,46,31,14,3,8,4,9,1363,5,802,28
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,111,207535,,,Marlon Vankan,R,170,GER,24.5,212070,,,Ali Yazdani,U,,IRI,21.5,7-5 6-2,3,R32,86,1,2,53,38,29,10,10,2,3,5,4,71,50,33,5,10,8,12,713,38,1484,3
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,105,210556,,,Jakub Nicod,R,183,CZE,20.6,213001,,,Mika Petkovic,U,,GER,18.2,6-4 3-6 6-1,3,R32,113,14,6,73,41,35,14,13,0,2,2,2,86,50,34,18,13,6,10,443,102,1146,9
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,104,202418,,,Stijn Slump,R,188,NED,26.1,209898,,,Dali Blanch,R,185,USA,22.0,6-4 6-0,3,R32,84,3,1,48,24,18,12,8,5,6,3,1,55,28,14,10,8,5,10,550,66,720,37
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,110,104729,,,Ivan Nedelko,R,185,RUS,38.8,213701,,,Tobia Costanzo Baragiola Mordini,U,,ITA,,6-4 6-1,3,R32,96,4,0,61,34,25,14,9,4,5,1,4,52,34,21,5,8,5,9,893,20,,
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,115,210139,,,Gabriel Matuszewski,U,,POL,20.9,210402,,,Ivan La Cava ,U,,ITA,21.9,2-6 6-2 6-4,3,R32,119,2,0,70,43,27,17,13,5,9,5,7,78,49,30,13,13,5,10,1753,2,,
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,103,209128,,,Diego Augusto Barreto Sanchez,L,183,ESP,22.9,209882,,,Jeffrey Von Der Schulenburg,R,183,SUI,23.0,6-3 6-2,3,R32,76,2,1,52,35,27,13,9,5,5,1,0,43,31,20,5,8,4,7,597,57,1175,8
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,109,209322,,,Martin Krumich,R,188,CZE,22.2,211504,,,Jack Loge,U,,BEL,20.3,7-5 6-4,3,R32,114,3,3,76,52,35,11,11,7,9,0,1,81,58,32,14,11,10,14,516,76,687,42
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,116,210042,,,Gabriele Piraino,L,188,ITA,21.3,208780,,,Kaya Arinc,U,,TUR,25.4,6-3 7-5,3,R32,115,3,2,63,38,30,14,11,0,1,4,1,79,53,34,9,10,7,10,429,111,1753,2
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,102,212598,,,Emilien Demanet,U,,BEL,19.8,213014,,,Simeon Stankovic,U,,SRB,,6-3 6-3,3,R32,130,2,1,52,36,22,7,9,4,8,1,4,90,45,21,17,9,13,19,652,47,1402,4
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,108,124126,,,Sarp Agabigun,R,178,TUR,27.7,210200,,,Yanaki Milev,R,180,BUL,20.9,6-4 6-1,3,R32,96,1,1,61,39,23,15,9,3,4,0,1,60,31,16,14,8,2,6,1637,2,584,59
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,101,208104,,,Andrea Picchione,R,183,ITA,26.7,211904,,,Maximilian Figl,U,,ITA,20.9,6-1 6-2,3,R32,79,3,1,37,19,18,11,7,0,0,2,1,52,35,19,5,8,4,9,357,143,1463,4
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,114,209904,,,Alejandro Manzanera Pertusa,U,,ESP,21.9,211601,,,Alvaro Peiro Serrano,R,,ESP,21.0,3-6 6-3 6-2,3,R32,156,3,4,78,45,35,16,13,2,4,0,0,95,68,39,14,13,9,13,643,48,,
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,206,210425,,,Svyatoslav Gulin,R,178,RUS,22.2,207535,,,Marlon Vankan,R,170,GER,24.5,6-1 6-3,3,R16,65,1,1,39,30,25,7,8,0,0,1,1,58,45,26,3,8,3,7,475,87,713,38
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,202,202418,,,Stijn Slump,R,188,NED,26.1,209128,,,Diego Augusto Barreto Sanchez,L,183,ESP,22.9,6-3 7-6(6),3,R16,104,7,5,54,29,27,13,10,1,2,2,5,81,50,32,14,11,9,12,550,66,597,57
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,203,212244,,,Gabriel Ghetu,R,,ROU,17.3,210556,,,Jakub Nicod,R,183,CZE,20.6,4-6 6-3 6-2,3,R16,130,4,1,82,56,38,12,14,5,7,6,6,73,45,33,11,13,4,8,1228,7,443,102
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,208,210042,,,Gabriele Piraino,L,188,ITA,21.3,210139,,,Gabriel Matuszewski,U,,POL,20.9,6-1 6-4,3,R16,85,1,2,61,34,21,20,9,4,5,1,0,41,25,15,4,8,0,4,429,111,1753,2
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,205,209322,,,Martin Krumich,R,188,CZE,22.2,104729,,,Ivan Nedelko,R,185,RUS,38.8,6-4 1-6 6-3,3,R16,139,3,4,72,46,32,12,13,3,7,2,0,79,42,31,16,13,5,9,516,76,893,20
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,207,200672,,,Sergey Fomin,R,180,UZB,24.1,209904,,,Alejandro Manzanera Pertusa,U,,ESP,21.9,3-6 6-2 6-3,3,R16,128,3,1,70,42,30,15,13,1,4,8,2,85,54,35,12,13,4,8,543,68,643,48
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,204,212225,,,Thomas Faurel,U,,FRA,19.1,124126,,,Sarp Agabigun,R,178,TUR,27.7,6-2 7-6(9),3,R16,116,1,0,69,49,32,13,10,4,6,3,1,74,54,30,10,10,4,8,1363,5,1637,2
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,201,212598,,,Emilien Demanet,U,,BEL,19.8,208104,,,Andrea Picchione,R,183,ITA,26.7,4-6 6-2 6-3,3,R16,143,1,0,68,49,32,13,13,5,8,5,3,92,64,37,14,14,9,15,652,47,357,143
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,302,212244,,,Gabriel Ghetu,R,,ROU,17.3,212225,,,Thomas Faurel,U,,FRA,19.1,0-6 6-1 6-1,3,QF,114,1,0,65,47,28,11,10,3,6,1,2,58,40,23,8,10,3,8,1228,7,1363,5
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,303,210425,,,Svyatoslav Gulin,R,178,RUS,22.2,209322,,,Martin Krumich,R,188,CZE,22.2,6-4 6-3,3,QF,80,2,1,58,43,33,12,10,2,2,1,0,46,30,23,8,9,0,2,475,87,516,76
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,301,202418,,,Stijn Slump,R,188,NED,26.1,212598,,,Emilien Demanet,U,,BEL,19.8,6-3 6-2,3,QF,78,3,1,39,23,23,13,9,0,0,2,1,57,37,21,11,8,3,6,550,66,652,47
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,304,200672,,,Sergey Fomin,R,180,UZB,24.1,210042,,,Gabriele Piraino,L,188,ITA,21.3,6-2 3-6 6-1,3,QF,128,2,1,62,40,29,13,12,2,5,0,1,85,50,27,15,12,7,13,543,68,429,111
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,402,200672,,,Sergey Fomin,R,180,UZB,24.1,210425,,,Svyatoslav Gulin,R,178,RUS,22.2,1-6 7-6(5) 6-2,3,SF,136,,,,,,,,,,,,,,,,,,,543,68,475,87
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,401,212244,,,Gabriel Ghetu,R,,ROU,17.3,202418,,,Stijn Slump,R,188,NED,26.1,6-4 2-6 7-5,3,SF,172,2,2,119,88,51,19,15,13,16,3,2,95,64,42,17,15,5,8,1228,7,550,66
2025-M-ITF-TUR-2025-012,M15 Antalya,Clay,32,15,20250324,501,200672,,,Sergey Fomin,R,180,UZB,24.1,212244,,,Gabriel Ghetu,R,,ROU,17.3,6-7(8) 6-4 6-1,3,F,173,4,1,93,61,42,21,14,4,6,7,5,104,75,49,10,15,5,11,543,68,1228,7
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,109,109694,,,Pedro Araujo,R,180,POR,22.9,200330,,,Tomas Curras Abasolo,R,173,ESP,24.8,6-4 6-0,3,R32,87,1,1,57,41,24,10,8,2,4,1,0,47,41,17,2,8,6,12,415,116,825,25
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,106,207878,,,James Story,U,,GBR,24.0,208605,,,Mario Gonzalez Fernandez,R,185,ESP,22.8,6-1 6-2,3,R32,87,2,3,62,37,26,10,8,6,8,1,12,46,23,10,7,7,6,12,708,38,575,61
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,104,126106,,,Ryan Peniston,L,180,GBR,29.3,213637,,,Daniel Domingos,U,,AGO,,6-1 6-1,3,R32,78,2,2,37,23,19,11,7,1,1,0,3,55,30,17,7,7,7,12,359,141,1668,2
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,110,202258,,,Rafael Izquierdo Luque,R,,ESP,25.1,208867,,,Tomas Luis,R,,POR,23.0,6-4 6-3,3,R32,120,0,4,78,48,33,13,10,8,11,1,3,66,39,24,8,9,10,15,1059,12,965,16
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,107,213537,,,Jose Dominguez Alonso,U,,ESP,,213803,,,Jamie Diack,U,,GBR,,6-1 7-6(4),3,R32,110,0,1,64,59,37,4,10,3,6,0,0,60,53,23,4,9,2,7,1881,1,,
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,114,210682,,,Federico Bondioli,L,185,ITA,19.8,205885,,,Joao Graa,U,,POR,24.2,6-1 0-0 RET,3,R32,26,1,0,19,12,11,5,4,0,0,0,1,17,12,5,1,3,1,3,523,74,1414,4
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,105,126107,,,Michael Geerts,R,178,BEL,30.1,207887,,,Guilherme Valdoleiros,R,,POR,25.6,6-1 6-0,3,R32,73,2,0,37,34,25,2,6,2,2,0,1,50,49,20,0,7,7,13,303,174,2127,1
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,102,209095,,,Francisco Rocha,R,185,POR,25.4,213718,,,James Wilkinson,U,,GBR,,6-0 6-2,3,R32,58,1,0,42,32,23,6,7,1,2,0,1,42,28,11,4,7,2,8,783,30,,
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,108,209182,,,Toby Alex Kodat,R,178,USA,22.1,210577,,,Alejandro Turriziani Alvarez,U,,ESP,22.0,6-0 6-3,3,R32,94,0,1,52,37,24,11,8,2,2,0,5,64,35,21,10,7,8,12,361,141,1150,9
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,115,206912,,,Stuart Parker,R,185,GBR,27.6,200070,,,Kirill Kivattsev,R,193,RUS,27.4,6-2 6-4,3,R32,83,2,2,47,31,27,8,9,0,1,2,3,54,29,18,11,9,7,11,464,92,528,72
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,111,121411,,,Moez Echargui,R,178,TUN,32.1,206447,,,Daniel Batista,R,183,POR,26.2,6-2 6-1,3,R32,85,1,4,69,34,25,17,8,4,5,0,2,42,31,16,2,7,3,8,495,82,1753,2
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,113,213075,,,Alejandro Lopez Escribano,U,,ESP,18.8,212044,,,Yi Zhou,R,193,CHN,20.0,7-6(9) 2-0 RET,3,R32,104,0,5,58,43,28,5,7,3,4,0,2,61,36,21,11,7,5,7,1881,1,369,136
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,116,208210,,,Chris Rodesch,R,198,LUX,23.6,212969,,,Matisse Bobichon,U,,FRA,23.1,7-6(6) 4-6 7-6(4),3,R32,173,3,6,114,80,58,21,17,8,10,2,2,112,69,52,25,17,2,3,256,215,1179,8
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,112,202081,,,Diogo Marques,U,,POR,25.6,202075,,,Adria Soriano Barrera,R,191,COL,25.7,6-4 6-7(4) 7-6(5),3,R32,193,3,5,110,72,50,25,17,5,7,8,6,127,86,68,14,17,7,10,850,23,348,146
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,101,211471,,,Henrik Bladelius,U,,SWE,20.8,207992,,,Cannon Kingsley,R,188,USA,23.8,6-2 6-4,3,R32,70,2,2,47,29,24,13,9,2,2,2,0,52,31,21,10,9,2,5,2150,1,539,69
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,103,211500,,,Tiago Pereira,R,,POR,20.7,200050,,,Finn Bass,R,180,GBR,25.4,7-5 6-1,3,R32,96,3,3,57,30,22,17,10,1,2,3,5,64,42,25,8,9,2,6,462,94,950,17
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,207,210682,,,Federico Bondioli,L,185,ITA,19.8,213075,,,Alejandro Lopez Escribano,U,,ESP,18.8,6-3 6-0,3,R16,74,1,2,58,44,28,8,8,4,5,0,2,48,35,17,3,7,3,8,523,74,1881,1
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,203,126107,,,Michael Geerts,R,178,BEL,30.1,207878,,,James Story,U,,GBR,24.0,6-2 6-1,3,R16,69,3,0,43,26,19,15,8,3,3,5,1,48,28,18,5,7,3,7,303,174,708,38
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,205,109694,,,Pedro Araujo,R,180,POR,22.9,202258,,,Rafael Izquierdo Luque,R,,ESP,25.1,6-4 6-2,3,R16,94,1,0,56,42,24,9,9,5,8,2,4,61,41,21,5,9,5,11,415,116,1059,12
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,206,121411,,,Moez Echargui,R,178,TUN,32.1,202081,,,Diogo Marques,U,,POR,25.6,6-2 4-6 7-5,3,R16,161,2,6,104,70,45,19,15,7,10,2,5,102,56,39,19,15,9,14,495,82,850,23
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,201,209095,,,Francisco Rocha,R,185,POR,25.4,211471,,,Henrik Bladelius,U,,SWE,20.8,6-4 6-2,3,R16,104,1,0,65,43,28,11,9,6,8,3,7,62,34,22,8,9,4,9,783,30,2150,1
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,208,208210,,,Chris Rodesch,R,198,LUX,23.6,206912,,,Stuart Parker,R,185,GBR,27.6,6-3 6-3,3,R16,92,5,3,64,45,34,7,9,3,4,0,2,44,21,14,10,9,3,7,256,215,464,92
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,202,126106,,,Ryan Peniston,L,180,GBR,29.3,211500,,,Tiago Pereira,R,,POR,20.7,6-3 6-4,3,R16,94,4,2,55,40,31,10,10,2,3,3,0,51,37,20,8,9,3,6,359,141,462,94
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,204,209182,,,Toby Alex Kodat,R,178,USA,22.1,213537,,,Jose Dominguez Alonso,U,,ESP,,6-4 6-4,3,R16,122,2,1,73,47,30,17,10,9,10,0,2,65,38,22,14,10,2,5,361,141,1881,1
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,301,126106,,,Ryan Peniston,L,180,GBR,29.3,209095,,,Francisco Rocha,R,185,POR,25.4,6-3 6-3,3,QF,123,0,6,59,39,24,8,9,3,6,1,1,60,33,18,9,9,8,14,359,141,783,30
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,302,126107,,,Michael Geerts,R,178,BEL,30.1,209182,,,Toby Alex Kodat,R,178,USA,22.1,7-6(5) 6-7(2) 6-3,3,QF,195,5,2,111,71,46,24,17,5,7,3,2,121,79,50,25,16,8,11,303,174,361,141
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,303,109694,,,Pedro Araujo,R,180,POR,22.9,121411,,,Moez Echargui,R,178,TUN,32.1,6-7(4) 6-4 6-3,3,QF,195,0,4,108,92,49,7,15,8,14,1,6,99,66,36,10,16,3,12,415,116,495,82
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,304,208210,,,Chris Rodesch,R,198,LUX,23.6,210682,,,Federico Bondioli,L,185,ITA,19.8,6-4 6-4,3,QF,100,1,3,57,40,27,12,10,2,3,1,4,65,34,18,19,10,1,4,256,215,523,74
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,402,208210,,,Chris Rodesch,R,198,LUX,23.6,109694,,,Pedro Araujo,R,180,POR,22.9,6-4 6-4,3,SF,91,6,2,58,39,27,12,10,2,3,1,1,69,51,32,6,10,2,5,256,215,415,116
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,401,126106,,,Ryan Peniston,L,180,GBR,29.3,126107,,,Michael Geerts,R,178,BEL,30.1,7-6(5) 6-1,3,SF,113,7,3,80,60,41,9,10,2,3,1,1,54,44,29,4,9,2,5,359,141,303,174
2025-M-ITF-POR-2025-006,M25 Loule,Hard,32,25,20250317,501,126106,,,Ryan Peniston,L,180,GBR,29.3,208210,,,Chris Rodesch,R,198,LUX,23.6,3-6 6-1 6-3,3,F,125,2,7,89,52,37,18,12,8,10,3,6,81,52,33,15,13,3,8,359,141,256,215
2025-M-ITF-TUN-2025-011,M15 Monastir,Hard,32,15,20250317,103,144788,,,Louis Tessa,R,180,FRA,26.9,210408,,,Luca Fantini,R,178,ITA,24.6,6-0 7-6(3),3,R32,109,1,0,56,43,26,8,9,4,7,0,1,71,45,22,11,9,5,11,772,31,932,18
2025-M-ITF-TUN-2025-011,M15 Monastir,Hard,32,15,20250317,113,209167,,,Olle Wallin,U,,SWE,23.4,213064,,,Samuele Seghetti,R,,ITA,18.5,6-4 6-1,3,R32,73,3,0,50,26,19,13,8,3,4,1,1,50,38,19,5,9,3,7,638,48,1510,3
2025-M-ITF-TUN-2025-011,M15 Monastir,Hard,32,15,20250317,114,211617,,,Maxim Mrva,U,,CZE,17.6,132999,,,Kai Wehnelt,R,188,GER,29.3,6-2 7-6(4),3,R32,92,8,5,66,37,31,12,10,5,7,3,5,65,40,26,10,10,5,9,855,22,771,31
2025-M-ITF-TUN-2025-011,M15 Monastir,Hard,32,15,20250317,115,211618,,,Jan Kumstat,R,,CZE,18.2,212888,,,Rares Teodor Pieleanu,R,,ROU,18.0,6-2 0-0 RET,3,R32,34,3,1,20,12,11,6,4,1,1,0,3,30,18,9,6,4,2,4,1739,2,1194,8
2025-M-ITF-TUN-2025-011,M15 Monastir,Hard,32,15,20250317,109,200445,,,Maxence Beauge,R,183,FRA,24.7,209233,,,Pietro Marino,R,173,ITA,23.7,6-4 7-5,3,R32,123,6,0,81,49,33,18,11,5,7,2,1,66,54,34,4,11,2,6,667,45,872,22
2025-M-ITF-TUN-2025-011,M15 Monastir,Hard,32,15,20250317,112,207592,,,Martin Van Der Meerschen,U,,BEL,24.7,144970,,,Constantin Bittoun Kouzmine,L,178,FRA,26.1,7-6(5) 6-2,3,R32,118,1,2,74,42,30,17,10,2,4,1,3,64,38,24,13,10,3,7,844,23,625,51
2025-M-ITF-TUN-2025-011,M15 Monastir,Hard,32,15,20250317,111,212552,,,Nicolas Ifi,U,,BEL,26.7,212461,,,Daniele Rapagnetta,R,,ITA,18.2,6-7(5) 7-6(5) 6-3,3,R32,182,10,1,125,84,59,17,17,7,10,4,1,112,75,47,22,16,5,9,1016,14,1039,13
2025-M-ITF-TUN-2025-011,M15 Monastir,Hard,32,15,20250317,106,213046,,,Pieter De Lange,U,,NED,,208147,,,Alexandre Aubriot,R,188,FRA,25.7,5-7 7-5 6-1,3,R32,177,0,5,95,70,51,10,15,3,6,4,5,101,60,39,18,16,3,9,1965,1,1030,13
2025-M-ITF-TUN-2025-011,M15 Monastir,Hard,32,15,20250317,110,209164,,,Lorenzo Rottoli,R,,ITA,23.0,212725,,,Alaa Trifi,U,,TUN,18.1,1-6 6-3 6-4,3,R32,140,0,6,94,64,37,13,13,6,12,1,4,75,52,32,6,13,1,7,766,31,,
2025-M-ITF-TUN-2025-011,M15 Monastir,Hard,32,15,20250317,108,210668,,,Massimo Giunta,R,191,ITA,20.6,202363,,,Fabien Salle,R,185,FRA,25.5,6-3 6-1,3,R32,80,2,2,44,26,21,12,8,0,0,3,1,63,35,19,13,8,6,9,698,40,1200,8
2025-M-ITF-TUN-2025-011,M15 Monastir,Hard,32,15,20250317,107,210054,,,Matthew William Donald,R,175,CZE,20.3,212886,,,Radu David Turcanu,L,,ROU,19.0,6-4 7-5,3,R32,102,0,4,70,49,35,10,11,6,9,3,5,57,29,19,11,11,3,8,837,24,1330,5
